date,price
2021-06-21,7920
2021-06-22,8038
2021-06-23,8166
2021-06-24,8078
2021-06-25,8204
2021-06-28,8152
2021-06-29,8130
2021-06-30,8282
2021-07-01,8514
2021-07-02,8594
2021-07-05,8542
2021-07-06,8626
2021-07-07,8490
2021-07-08,8528
2021-07-09,8634
2021-07-12,8644
2021-07-13,8772
2021-07-14,8850
2021-07-15,8902
2021-07-16,8912
2021-07-19,8950
2021-07-20,9044
2021-07-21,8936
2021-07-22,8884
2021-07-23,8988
2021-07-26,8968
2021-07-27,9156
2021-07-28,8942
2021-07-29,8986
2021-07-30,8978
2021-08-02,8636
2021-08-03,8646
2021-08-04,8820
2021-08-05,8868
2021-08-06,8906
2021-08-09,8980
2021-08-10,8730
2021-08-11,8988
2021-08-12,8944
2021-08-13,8924
2021-08-16,9076
2021-08-17,9188
2021-08-18,9024
2021-08-19,9024
2021-08-20,8976
2021-08-23,8936
2021-08-24,8990
2021-08-25,9110
2021-08-26,9104
2021-08-27,9074
2021-08-30,9012
2021-08-31,9120
2021-09-01,8940
2021-09-02,8910
2021-09-03,9152
2021-09-06,9162
2021-09-07,9206
2021-09-08,9192
2021-09-09,9168
2021-09-10,8958
2021-09-13,9004
2021-09-14,8978
2021-09-15,9030
2021-09-16,9110
2021-09-17,8864
2021-09-22,8930
2021-09-23,9176
2021-09-24,9222
2021-09-27,9090
2021-09-28,9174
2021-09-29,9142
2021-09-30,9356
2021-10-08,9714
2021-10-11,9762
2021-10-12,9672
2021-10-13,9694
2021-10-14,9580
2021-10-15,9716
2021-10-18,9872
2021-10-19,10002
2021-10-20,10120
2021-10-21,10128
2021-10-22,9806
2021-10-25,9892
2021-10-26,9998
2021-10-27,9896
2021-10-28,9772
2021-10-29,9984
2021-11-01,9770
2021-11-02,9886
2021-11-03,10094
2021-11-04,9700
2021-11-05,9614
2021-11-08,9404
2021-11-09,9112
2021-11-10,9390
2021-11-11,9472
2021-11-12,9498
2021-11-15,9508
2021-11-16,9466
2021-11-17,9582
2021-11-18,9644
2021-11-19,9698
2021-11-22,9470
2021-11-23,9368
2021-11-24,9468
2021-11-25,9560
2021-11-26,9452
2021-11-29,9382
2021-11-30,9054
2021-12-01,9124
2021-12-02,8260
2021-12-03,8520
2021-12-06,8588
2021-12-07,8742
2021-12-08,8570
2021-12-09,8474
2021-12-10,8394
2021-12-13,8380
2021-12-14,8264
2021-12-15,8190
2021-12-16,8286
2021-12-17,8410
2021-12-20,8222
2021-12-21,8376
2021-12-22,8470
2021-12-23,8566
2021-12-24,8792
2021-12-27,8776
2021-12-28,8888
2021-12-29,8764
2021-12-30,8852
2021-12-31,8880
2022-01-04,8914
2022-01-05,9044
2022-01-06,8930
2022-01-07,9046
2022-01-10,9162
2022-01-11,9114
2022-01-12,9058
2022-01-13,9118
2022-01-14,9164
2022-01-17,9124
2022-01-18,9196
2022-01-19,9234
2022-01-20,9416
2022-01-21,9550
2022-01-24,9436
2022-01-25,9322
2022-01-26,9388
2022-01-27,9556
2022-01-28,9836
2022-02-07,10042
2022-02-08,9930
2022-02-09,9864
2022-02-10,9870
2022-02-11,9754
2022-02-14,9894
2022-02-15,9950
2022-02-16,9942
2022-02-17,9946
2022-02-18,10116
2022-02-21,10182
2022-02-22,10216
2022-02-23,10296
2022-02-24,10724
2022-02-25,10458
2022-02-28,10590
2022-03-01,10880
2022-03-02,11016
2022-03-03,11224
2022-03-04,10798
2022-03-07,10830
2022-03-08,10834
2022-03-09,11118
2022-03-10,10694
2022-03-11,10590
2022-03-14,10402
2022-03-15,10230
