date,price
2023-08-23,3311
2023-08-24,3321
2023-08-25,3381
2023-08-28,3392
2023-08-29,3382
2023-08-30,3383
2023-08-31,3399
2023-09-01,3400
2023-09-04,3262
2023-09-05,3573
2023-09-06,3352
2023-09-07,3381
2023-09-08,3234
2023-09-11,3286
2023-09-12,3196
2023-09-13,3136
2023-09-14,3102
2023-09-15,3174
2023-09-18,3152
2023-09-19,3128
2023-09-20,3184
2023-09-21,3123
2023-09-22,3115
2023-09-25,3116
2023-09-26,3113
2023-09-27,3148
2023-09-28,3100
2023-10-09,2986
2023-10-10,2921
2023-10-11,2873
2023-10-12,2888
2023-10-13,2913
2023-10-16,2938
2023-10-17,2926
2023-10-18,2890
2023-10-19,2917
2023-10-20,2925
